Author_Name,Title,Elapsed_Time,Num_Comments,Number_of_Upvotes,Author_Tier,Author_Discussion_Tier,Num_Followers,Discussion_Golds,Discussion_Silvers,Discussion_Bronzes,Current_Discussion_Rank,Highest_Discussion_Rank,Discussion_link
Abheeshth Mishra,Feature-Selection,2 years,41,20,Master,Expert,120,128,8,15,448,206,https://www.kaggle.com/getting-started/170842
Pranjal Verma,Resources of the Week : #1,10 months,24,22,Master,Master,137,223,29,32,98,58,https://www.kaggle.com/getting-started/235914
Pranjal Verma,🔴 Resources of the Week : #9,8 months,7,22,Master,Master,137,223,29,32,98,58,https://www.kaggle.com/getting-started/249548
Suman Dey,🔥 Weekly Cheat Sheet #13: ggplot2 ✔️,7 months,16,22,Expert,Expert,70,434,9,9,139,65,https://www.kaggle.com/getting-started/256042
Carl McBride Ellis,Collections of winning solutions to almost all past kaggle competitions,7 months,22,22,Grandmaster,Grandmaster,793,1153,89,85,6,5,https://www.kaggle.com/getting-started/263394
SRK,List of different open source AutoML tools,6 months,26,22,Grandmaster,Master,13252,219,32,29,558,14,https://www.kaggle.com/getting-started/273682
Shivam Bansal,Best of Kaggle Notebooks #3 - Trees and Boosting Models,5 months,15,21,Grandmaster,Grandmaster,4240,438,29,51,29,20,https://www.kaggle.com/getting-started/277121
Pranjal Verma,🔥🔥 Resources of the Week : #23,4 months,13,22,Master,Master,137,223,29,32,98,58,https://www.kaggle.com/getting-started/282017
aykaggle,Awesome site for Pandas Documentation and How to articles,16 days,50,22,Contributor,Contributor,1,14,1,1,Unranked,Unranked,https://www.kaggle.com/getting-started/308982
Jim Kitzmiller,How to create new notebook / kernel?,6 years,16,21,Contributor,Contributor,0,2,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/23393
Zim Cast,Which area do I need to focus on to learn Data Science?,5 years,13,20,Novice,Novice,0,1,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/27807
Thomas Renard,Do you create your notebooks and scripts inside or outside Kaggle?,5 years,7,21,Novice,Novice,1,2,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/38131
Amir Olswang,Adding team member,4 years,15,21,Novice,Novice,0,0,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/44861
Zeeshan-ul-hassan Usmani,Winning Kaggle Competitions through Teams,4 years,4,21,Grandmaster,Expert,3139,123,5,8,982,50,https://www.kaggle.com/getting-started/45542
Ronald Delgado,How to overcome the overwhelming?,4 years,21,21,Novice,Novice,1,2,0,1,Unranked,Unranked,https://www.kaggle.com/getting-started/60225
Nanashi,Find Your Data Science Career Path by Coursera,3 years,5,21,Grandmaster,Grandmaster,1533,572,77,71,61,6,https://www.kaggle.com/getting-started/88116
Firat Gonen,Extremely Great Visuals to Start or Understand Decision Trees & Bias/Variance,3 years,6,21,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/93097
Pulkit Mehta,"The Ultimate guide to AI, Data Science & Machine Learning, Articles, Cheatsheets and Tutorials ALL in one place by Vipul Patel",3 years,18,21,Expert,Expert,116,143,4,1,1513,266,https://www.kaggle.com/getting-started/95937
Firat Gonen,Can Machine Learning be used to Forecast Poverty ! :(,3 years,4,21,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/97875
Firat Gonen,Looking for a Dashboard Ed,3 years,10,21,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/99357
Anderson Liege,"Cheat Sheets for AI, Neural Networks, Machine Learning, Deep Learning & Big Data",2 years,18,21,Contributor,Contributor,4,29,4,1,Unranked,Unranked,https://www.kaggle.com/getting-started/114168
Raju Kumar Mishra,19 tool for data visualization in Python,2 years,6,21,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/119410
Raju Kumar Mishra,7 tool for data visualization in R,2 years,5,21,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/119436
Raju Kumar Mishra,7 Excellent Effective pandas notebooks,2 years,9,21,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/120950
Raju Kumar Mishra,Excellent set of notebooks on many topics,2 years,30,21,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/126234
voru588,Statistics free book - know your theory first 💪,2 years,24,21,Expert,Expert,129,105,11,5,856,113,https://www.kaggle.com/getting-started/129086
NoLogic,Mathematics for Machine Learning- Free PDF Download,2 years,15,21,Expert,Expert,85,560,9,0,572,57,https://www.kaggle.com/getting-started/131094
👨🏼‍💻,Overfitting And Underfitting,2 years,41,21,Expert,Contributor,14,42,2,2,Unranked,Unranked,https://www.kaggle.com/getting-started/175279
Parul Pandey,Advanced plots in Matplotlib,2 years,19,21,Grandmaster,Expert,3617,149,27,9,360,146,https://www.kaggle.com/getting-started/175960
Ruchi Bhatia,"AutoScraper: A Smart, Automatic, Fast and Lightweight Web Scraper for Python",2 years,9,21,Grandmaster,Master,3039,327,37,25,113,44,https://www.kaggle.com/getting-started/181020
Gaurav Yadav,EDA Cheat Sheet [Zero to Hero],a year,23,21,Expert,Expert,19,65,5,3,1147,378,https://www.kaggle.com/getting-started/194728
Mansi75,Learn Data Science from Scratch,a year,21,20,Expert,Expert,29,102,3,3,836,310,https://www.kaggle.com/getting-started/195091
Kaito,Why many people fork a notebook without upvoting?,a year,16,21,Master,Expert,116,218,3,1,610,209,https://www.kaggle.com/getting-started/211208
Pranjal Verma,Deep Learning Interview Questions : #Day4,a year,6,21,Master,Master,137,223,29,32,98,58,https://www.kaggle.com/getting-started/229845
Pranjal Verma,Deep Learning Interview Questions : #Day7,a year,6,21,Master,Master,137,223,29,32,98,58,https://www.kaggle.com/getting-started/231027
Pranjal Verma,⭐ Resources of the Week : #8,8 months,28,21,Master,Master,137,223,29,32,98,58,https://www.kaggle.com/getting-started/248234
Suman Dey,🔥 Weekly Cheat Sheet #8: SciPy-Linear Algebra ✔️,8 months,25,20,Expert,Expert,70,434,9,9,139,65,https://www.kaggle.com/getting-started/250611
Sourav Banerjee,🔥 Essential Data Science Libraries Everyone Must Know 🔥,3 months,28,21,Grandmaster,Expert,141,281,1,11,151,113,https://www.kaggle.com/getting-started/292746
Jihen Belhoudi,How to Pick the Right Chart Type? 💯💯,2 months,48,21,Expert,Contributor,14,23,5,1,Unranked,Unranked,https://www.kaggle.com/getting-started/300451
Foxtrot,A few machine learning courses,9 years,9,20,Master,Expert,13,77,9,11,2371,54,https://www.kaggle.com/getting-started/3552
Zeeshan-ul-hassan Usmani,Kaggle Competitions - 13 Rules to Follow!,4 years,1,20,Grandmaster,Expert,3139,123,5,8,982,50,https://www.kaggle.com/getting-started/45533
Rachael Tatman,"5-Day Challenge: Data Cleaning in R, April 30 - May 4",4 years,23,20,Grandmaster,Expert,8482,568,12,12,649,55,https://www.kaggle.com/getting-started/55301
Suprabhat Kumar,Inserting Images in the kernels,3 years,33,20,Contributor,Contributor,2,2,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/67797
Ritisha Jaiswal,Business Intelligence V/S Data Science (interesting infographic),3 years,4,20,Expert,Expert,23,93,2,0,2094,268,https://www.kaggle.com/getting-started/96256
Firat Gonen,Neural Networks based Time Series Forecasting,3 years,5,20,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/98724
Firat Gonen,Deep Learning in a Nutshell: Reinforcement Learning,3 years,25,20,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/98725
Prashant Banerjee,Great collection of ML projects - good for beginners,3 years,16,19,Grandmaster,Grandmaster,1330,465,42,51,240,18,https://www.kaggle.com/getting-started/106367
Firat Gonen,Data Visualization – How to Pick the Right Chart Type?,3 years,24,20,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/107125
Marco Vasquez E,Math of Machine Learning Cheat Sheets 💯,3 years,22,20,Master,Expert,268,348,8,8,710,78,https://www.kaggle.com/getting-started/107200
Marco Vasquez E,The 5 Basic Statistics Concepts DS Need to Know 🎲📊,2 years,20,20,Master,Expert,268,348,8,8,710,78,https://www.kaggle.com/getting-started/109767
Vijay Gupta,10 Powerful Python Tricks for Data Science!!,2 years,22,20,Expert,Expert,14,58,6,2,1900,254,https://www.kaggle.com/getting-started/111925
Raju Kumar Mishra,Important Python Libraries to deal with time series data,2 years,6,20,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/112131
Raju Kumar Mishra,Useful notebooks on Python Set and Dictionary,2 years,3,20,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/115659
Kushal Bhavsar,Pros & cons of kaggle[For Beginner],2 years,16,20,Expert,Expert,167,86,2,5,1705,181,https://www.kaggle.com/getting-started/120575
Caesar Lupum,100+ Free Data Science Books 📚,2 years,25,19,Master,Expert,367,524,13,8,393,54,https://www.kaggle.com/getting-started/131924
Pranit Bhujel,100 Pandas Tips and Tricks | Data School,2 years,37,20,Expert,Expert,11,172,5,1,1040,173,https://www.kaggle.com/getting-started/149474
Abdellatif Ouboussekssou,"Learning about EfficientNetB7, for the best accuracy?",2 years,2,20,Expert,Expert,2,50,1,2,1904,698,https://www.kaggle.com/getting-started/158186
Akash kumar,complete data science cheat sheet,2 years,12,20,Expert,Expert,32,139,4,2,1001,374,https://www.kaggle.com/getting-started/162119
Ruchi Bhatia,"Translation of Cheatsheets: Machine Learning, Deep Learning and Artificial Intelligence",2 years,4,20,Grandmaster,Master,3039,327,37,25,113,44,https://www.kaggle.com/getting-started/163537
Raju Kumar Mishra,Translating SQL commands to pandas (Collection of tutorials),2 years,18,20,Grandmaster,Grandmaster,361,428,28,51,205,24,https://www.kaggle.com/getting-started/176379
Nipun Arora,How to kickstart with Kaggle?,2 years,32,20,Expert,Contributor,18,24,3,1,Unranked,Unranked,https://www.kaggle.com/getting-started/179531
shivan kumar,Ultimate Data Science Projects !!,a year,36,20,Master,Expert,335,186,18,8,492,101,https://www.kaggle.com/getting-started/183856
Heeral Dedhia,Get started with your first Deep Learning project,a year,33,20,Expert,Expert,120,104,3,6,778,270,https://www.kaggle.com/getting-started/185341
V.Prasanna Kumar,🔥💯 Expectation of an Organization for a Data Scientist role,a year,43,20,Expert,Expert,74,99,3,3,894,282,https://www.kaggle.com/getting-started/186189
Ruchi Bhatia,Activation Functions,a year,22,20,Grandmaster,Master,3039,327,37,25,113,44,https://www.kaggle.com/getting-started/188443
Lokesh Rathi,How to read 10M+ rows in less than 10 mins!,a year,32,20,Expert,Expert,33,53,3,1,1584,656,https://www.kaggle.com/getting-started/203415
Moore,Reinforcement Learning (RL) Quick Start with SB3 (+notebook),8 months,25,20,Master,Expert,228,158,15,11,350,155,https://www.kaggle.com/getting-started/254156
Manas Garg,Learning R for Data Analysis,5 months,15,20,Master,Expert,57,179,10,8,260,183,https://www.kaggle.com/getting-started/274711
Shivam Bansal,Best of Kaggle Notebooks #1. - Linear Models,5 months,22,20,Grandmaster,Grandmaster,4240,438,29,51,29,20,https://www.kaggle.com/getting-started/276640
ANUSHKA_ML,Top Blogs for Data Science,4 months,38,20,Contributor,Contributor,10,11,0,2,Unranked,Unranked,https://www.kaggle.com/getting-started/286485
PavanKalyan,5 Projects in 2022 to Get Started in the World of Data and Impress Potential Employers,3 months,24,20,Expert,Expert,41,102,3,3,507,507,https://www.kaggle.com/getting-started/295652
abhijeet srivastava,Suggest an easy level/start level competition,7 years,7,19,Novice,Novice,2,1,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/12606
Rob Harrand,Learning Data Science,5 years,22,19,Expert,Contributor,144,18,2,0,Unranked,Unranked,https://www.kaggle.com/getting-started/24698
Rachan,How do you earn medals in discussions ?,4 years,10,17,Contributor,Contributor,1,8,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/46980
J.D.,"Need help! Can I use ""auto completion"" in Kernel?",4 years,19,19,Contributor,Contributor,1,5,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/51622
Rachael Tatman,"5-Day Challenge: Data Cleaning, March 26-30",4 years,30,19,Grandmaster,Expert,8482,568,12,12,649,55,https://www.kaggle.com/getting-started/52654
sk26,How do I l delete version of a kernel?,4 years,14,19,Novice,Novice,0,0,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/55855
jitesh pahwa,Learn Math for machine learning.,4 years,31,19,Novice,Novice,1,0,1,0,Unranked,Unranked,https://www.kaggle.com/getting-started/59541
Ouassim Adnane,Some of my favourite data science books 📚,3 years,26,19,Master,Master,260,262,38,23,411,50,https://www.kaggle.com/getting-started/81037
Alexander Butakov,Python Cheat Sheets for Data Scientists,3 years,11,18,Expert,Expert,42,85,7,2,1987,177,https://www.kaggle.com/getting-started/88194
Janio Martinez Bachmann,"I love Python and R, but what about SQL?",3 years,29,19,Grandmaster,Expert,2210,755,4,5,293,51,https://www.kaggle.com/getting-started/92351
Firat Gonen,A Guide to Gradient Boosted Trees with XGBoost in Python,3 years,2,18,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/93411
siddharth,"What are the resources that you used (online materials like YouTube, websites, MOOC courses) to learn coding to become a data scientist?",3 years,23,19,Expert,Contributor,25,33,6,2,Unranked,Unranked,https://www.kaggle.com/getting-started/94551
Sani Kamal,Comprehensive List of Resources to getting started with BigQuery,3 years,10,19,Expert,Expert,30,152,2,2,1552,259,https://www.kaggle.com/getting-started/97319
Mobassir,Top 50 Machine Learning Interview Questions,3 years,21,19,Grandmaster,Grandmaster,717,857,70,54,56,13,https://www.kaggle.com/getting-started/97511
Firat Gonen,A Selective Overview of Deep Learning,3 years,13,19,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/106870
Firat Gonen,TensorFlow vs PyTorch vs Keras for NLP by KDnuggets !,3 years,16,19,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/107339
Marco Vasquez E,📑 VIP Cheat Sheets Machine Learning Stanford 🎯,2 years,20,19,Master,Expert,268,348,8,8,708,78,https://www.kaggle.com/getting-started/111532
Divya Shah,Websites for finding quality datasets,2 years,18,18,Expert,Expert,7,48,4,2,2068,323,https://www.kaggle.com/getting-started/112397
Deepak Deepu,Understand interquartile range for outliers detection with math,2 years,3,19,Master,Expert,105,94,8,3,1187,344,https://www.kaggle.com/getting-started/114812
Saurav Anand,SQL Cheat sheet,2 years,6,19,Master,Expert,316,410,14,6,399,97,https://www.kaggle.com/getting-started/116908
Lhavanya Roobini,Predictive maintenance system,2 years,1,19,Contributor,Contributor,8,5,0,0,Unranked,Unranked,https://www.kaggle.com/getting-started/117909
Raju Kumar Mishra,Excellent collection of numpy interview questions,2 years,6,19,Grandmaster,Grandmaster,361,428,28,51,204,24,https://www.kaggle.com/getting-started/119520
Firat Gonen,Introduction to Applied Linear Algebra (back to basics free ebook),2 years,3,19,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/121589
Fares Sayah,📅30 days of Data Science Interview👔Preparation - Day 10,2 years,7,19,Master,Expert,899,254,18,11,464,68,https://www.kaggle.com/getting-started/121676
Fares Sayah,Introduction to ML - Day 2 (Linear Regression📈House🏡price💵prediction),2 years,5,19,Master,Expert,899,254,18,11,464,68,https://www.kaggle.com/getting-started/122487
Firat Gonen,A Beginner's Guide to the Mathematics of Neural Networks in 60 pages,2 years,7,18,Grandmaster,Grandmaster,2368,679,21,57,155,11,https://www.kaggle.com/getting-started/122585
Prashant Banerjee,Free course to learn Tensorflow,2 years,8,19,Grandmaster,Grandmaster,1330,465,42,51,240,18,https://www.kaggle.com/getting-started/122590
Mohammed Tayor,"Top 50 Blogs, Forums, Videos and Tutorials to Learn Data Science",2 years,22,18,Expert,Expert,48,203,10,9,797,85,https://www.kaggle.com/getting-started/123447
Raju Kumar Mishra,Collection of Interview questions on Pandas,2 years,22,19,Grandmaster,Grandmaster,361,428,28,51,204,24,https://www.kaggle.com/getting-started/126342
Prashant Banerjee,K-Means Clustering with Python,2 years,4,19,Grandmaster,Grandmaster,1330,465,42,51,240,18,https://www.kaggle.com/getting-started/127727
Gabriel Preda,🔥🔥🔥 Data Science Starter - Deploying Python and R models into production,2 years,23,19,Grandmaster,Grandmaster,3674,551,59,57,43,16,https://www.kaggle.com/getting-started/133569
